"title","keywords","link"
"amsr-e-l3-dailyland-v06-20031125","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.11.25/AMSR_E_L3_DailyLand_V06_20031125.hdf"
"amsr-e-l3-dailyland-v06-20031126","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.11.26/AMSR_E_L3_DailyLand_V06_20031126.hdf"
"amsr-e-l3-dailyland-v06-20031127","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.11.27/AMSR_E_L3_DailyLand_V06_20031127.hdf"
"amsr-e-l3-dailyland-v06-20031128","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.11.28/AMSR_E_L3_DailyLand_V06_20031128.hdf"
"amsr-e-l3-dailyland-v06-20031129","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.11.29/AMSR_E_L3_DailyLand_V06_20031129.hdf"
"amsr-e-l3-dailyland-v06-20031130","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.11.30/AMSR_E_L3_DailyLand_V06_20031130.hdf"
"amsr-e-l3-dailyland-v06-20031201","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.01/AMSR_E_L3_DailyLand_V06_20031201.hdf"
"amsr-e-l3-dailyland-v06-20031202","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.02/AMSR_E_L3_DailyLand_V06_20031202.hdf"
"amsr-e-l3-dailyland-v06-20031203","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.03/AMSR_E_L3_DailyLand_V06_20031203.hdf"
"amsr-e-l3-dailyland-v06-20031204","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.04/AMSR_E_L3_DailyLand_V06_20031204.hdf"
"amsr-e-l3-dailyland-v06-20031205","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.05/AMSR_E_L3_DailyLand_V06_20031205.hdf"
"amsr-e-l3-dailyland-v06-20031206","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.06/AMSR_E_L3_DailyLand_V06_20031206.hdf"
"amsr-e-l3-dailyland-v06-20031207","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.07/AMSR_E_L3_DailyLand_V06_20031207.hdf"
"amsr-e-l3-dailyland-v06-20031208","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.08/AMSR_E_L3_DailyLand_V06_20031208.hdf"
"amsr-e-l3-dailyland-v06-20031209","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.09/AMSR_E_L3_DailyLand_V06_20031209.hdf"
"amsr-e-l3-dailyland-v06-20031210","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.10/AMSR_E_L3_DailyLand_V06_20031210.hdf"
"amsr-e-l3-dailyland-v06-20031211","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.11/AMSR_E_L3_DailyLand_V06_20031211.hdf"
"amsr-e-l3-dailyland-v06-20031212","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.12/AMSR_E_L3_DailyLand_V06_20031212.hdf"
"amsr-e-l3-dailyland-v06-20031213","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.13/AMSR_E_L3_DailyLand_V06_20031213.hdf"
"amsr-e-l3-dailyland-v06-20031214","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.14/AMSR_E_L3_DailyLand_V06_20031214.hdf"
"amsr-e-l3-dailyland-v06-20031215","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.15/AMSR_E_L3_DailyLand_V06_20031215.hdf"
"amsr-e-l3-dailyland-v06-20031216","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.16/AMSR_E_L3_DailyLand_V06_20031216.hdf"
"amsr-e-l3-dailyland-v06-20031217","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.17/AMSR_E_L3_DailyLand_V06_20031217.hdf"
"amsr-e-l3-dailyland-v06-20031218","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.18/AMSR_E_L3_DailyLand_V06_20031218.hdf"
"amsr-e-l3-dailyland-v06-20031219","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.19/AMSR_E_L3_DailyLand_V06_20031219.hdf"
"amsr-e-l3-dailyland-v06-20031220","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.20/AMSR_E_L3_DailyLand_V06_20031220.hdf"
"amsr-e-l3-dailyland-v06-20031221","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.21/AMSR_E_L3_DailyLand_V06_20031221.hdf"
"amsr-e-l3-dailyland-v06-20031222","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.22/AMSR_E_L3_DailyLand_V06_20031222.hdf"
"amsr-e-l3-dailyland-v06-20031223","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.23/AMSR_E_L3_DailyLand_V06_20031223.hdf"
"amsr-e-l3-dailyland-v06-20031224","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.24/AMSR_E_L3_DailyLand_V06_20031224.hdf"
"amsr-e-l3-dailyland-v06-20031225","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.25/AMSR_E_L3_DailyLand_V06_20031225.hdf"
"amsr-e-l3-dailyland-v06-20031226","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.26/AMSR_E_L3_DailyLand_V06_20031226.hdf"
"amsr-e-l3-dailyland-v06-20031227","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.27/AMSR_E_L3_DailyLand_V06_20031227.hdf"
"amsr-e-l3-dailyland-v06-20031228","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.28/AMSR_E_L3_DailyLand_V06_20031228.hdf"
"amsr-e-l3-dailyland-v06-20031229","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.29/AMSR_E_L3_DailyLand_V06_20031229.hdf"
"amsr-e-l3-dailyland-v06-20031230","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.30/AMSR_E_L3_DailyLand_V06_20031230.hdf"
"amsr-e-l3-dailyland-v06-20031231","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2003.12.31/AMSR_E_L3_DailyLand_V06_20031231.hdf"
"amsr-e-l3-dailyland-v06-20040101","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.01/AMSR_E_L3_DailyLand_V06_20040101.hdf"
"amsr-e-l3-dailyland-v06-20040102","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.02/AMSR_E_L3_DailyLand_V06_20040102.hdf"
"amsr-e-l3-dailyland-v06-20040103","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.03/AMSR_E_L3_DailyLand_V06_20040103.hdf"
"amsr-e-l3-dailyland-v06-20040104","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.04/AMSR_E_L3_DailyLand_V06_20040104.hdf"
"amsr-e-l3-dailyland-v06-20040105","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.05/AMSR_E_L3_DailyLand_V06_20040105.hdf"
"amsr-e-l3-dailyland-v06-20040106","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.06/AMSR_E_L3_DailyLand_V06_20040106.hdf"
"amsr-e-l3-dailyland-v06-20040107","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.07/AMSR_E_L3_DailyLand_V06_20040107.hdf"
"amsr-e-l3-dailyland-v06-20040108","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.08/AMSR_E_L3_DailyLand_V06_20040108.hdf"
"amsr-e-l3-dailyland-v06-20040109","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.09/AMSR_E_L3_DailyLand_V06_20040109.hdf"
"amsr-e-l3-dailyland-v06-20040110","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.10/AMSR_E_L3_DailyLand_V06_20040110.hdf"
"amsr-e-l3-dailyland-v06-20040111","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.11/AMSR_E_L3_DailyLand_V06_20040111.hdf"
"amsr-e-l3-dailyland-v06-20040112","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.12/AMSR_E_L3_DailyLand_V06_20040112.hdf"
"amsr-e-l3-dailyland-v06-20040113","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.13/AMSR_E_L3_DailyLand_V06_20040113.hdf"
"amsr-e-l3-dailyland-v06-20040114","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.14/AMSR_E_L3_DailyLand_V06_20040114.hdf"
"amsr-e-l3-dailyland-v06-20040115","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.15/AMSR_E_L3_DailyLand_V06_20040115.hdf"
"amsr-e-l3-dailyland-v06-20040116","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.16/AMSR_E_L3_DailyLand_V06_20040116.hdf"
"amsr-e-l3-dailyland-v06-20040117","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.17/AMSR_E_L3_DailyLand_V06_20040117.hdf"
"amsr-e-l3-dailyland-v06-20040118","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.18/AMSR_E_L3_DailyLand_V06_20040118.hdf"
"amsr-e-l3-dailyland-v06-20040119","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.19/AMSR_E_L3_DailyLand_V06_20040119.hdf"
"amsr-e-l3-dailyland-v06-20040120","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.20/AMSR_E_L3_DailyLand_V06_20040120.hdf"
"amsr-e-l3-dailyland-v06-20040121","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.21/AMSR_E_L3_DailyLand_V06_20040121.hdf"
"amsr-e-l3-dailyland-v06-20040122","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.22/AMSR_E_L3_DailyLand_V06_20040122.hdf"
"amsr-e-l3-dailyland-v06-20040123","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.23/AMSR_E_L3_DailyLand_V06_20040123.hdf"
"amsr-e-l3-dailyland-v06-20040124","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.24/AMSR_E_L3_DailyLand_V06_20040124.hdf"
"amsr-e-l3-dailyland-v06-20040125","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.25/AMSR_E_L3_DailyLand_V06_20040125.hdf"
"amsr-e-l3-dailyland-v06-20040126","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.26/AMSR_E_L3_DailyLand_V06_20040126.hdf"
"amsr-e-l3-dailyland-v06-20040127","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.27/AMSR_E_L3_DailyLand_V06_20040127.hdf"
"amsr-e-l3-dailyland-v06-20040128","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.28/AMSR_E_L3_DailyLand_V06_20040128.hdf"
"amsr-e-l3-dailyland-v06-20040129","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.29/AMSR_E_L3_DailyLand_V06_20040129.hdf"
"amsr-e-l3-dailyland-v06-20040130","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.30/AMSR_E_L3_DailyLand_V06_20040130.hdf"
"amsr-e-l3-dailyland-v06-20040131","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.01.31/AMSR_E_L3_DailyLand_V06_20040131.hdf"
"amsr-e-l3-dailyland-v06-20040201","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.01/AMSR_E_L3_DailyLand_V06_20040201.hdf"
"amsr-e-l3-dailyland-v06-20040202","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.02/AMSR_E_L3_DailyLand_V06_20040202.hdf"
"amsr-e-l3-dailyland-v06-20040203","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.03/AMSR_E_L3_DailyLand_V06_20040203.hdf"
"amsr-e-l3-dailyland-v06-20040204","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.04/AMSR_E_L3_DailyLand_V06_20040204.hdf"
"amsr-e-l3-dailyland-v06-20040205","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.05/AMSR_E_L3_DailyLand_V06_20040205.hdf"
"amsr-e-l3-dailyland-v06-20040206","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.06/AMSR_E_L3_DailyLand_V06_20040206.hdf"
"amsr-e-l3-dailyland-v06-20040207","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.07/AMSR_E_L3_DailyLand_V06_20040207.hdf"
"amsr-e-l3-dailyland-v06-20040208","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.08/AMSR_E_L3_DailyLand_V06_20040208.hdf"
"amsr-e-l3-dailyland-v06-20040209","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.09/AMSR_E_L3_DailyLand_V06_20040209.hdf"
"amsr-e-l3-dailyland-v06-20040210","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.10/AMSR_E_L3_DailyLand_V06_20040210.hdf"
"amsr-e-l3-dailyland-v06-20040211","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.11/AMSR_E_L3_DailyLand_V06_20040211.hdf"
"amsr-e-l3-dailyland-v06-20040212","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.12/AMSR_E_L3_DailyLand_V06_20040212.hdf"
"amsr-e-l3-dailyland-v06-20040213","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.13/AMSR_E_L3_DailyLand_V06_20040213.hdf"
"amsr-e-l3-dailyland-v06-20040214","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.14/AMSR_E_L3_DailyLand_V06_20040214.hdf"
"amsr-e-l3-dailyland-v06-20040215","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.15/AMSR_E_L3_DailyLand_V06_20040215.hdf"
"amsr-e-l3-dailyland-v06-20040216","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.16/AMSR_E_L3_DailyLand_V06_20040216.hdf"
"amsr-e-l3-dailyland-v06-20040217","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.17/AMSR_E_L3_DailyLand_V06_20040217.hdf"
"amsr-e-l3-dailyland-v06-20040218","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.18/AMSR_E_L3_DailyLand_V06_20040218.hdf"
"amsr-e-l3-dailyland-v06-20040219","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.19/AMSR_E_L3_DailyLand_V06_20040219.hdf"
"amsr-e-l3-dailyland-v06-20040220","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.20/AMSR_E_L3_DailyLand_V06_20040220.hdf"
"amsr-e-l3-dailyland-v06-20040221","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.21/AMSR_E_L3_DailyLand_V06_20040221.hdf"
"amsr-e-l3-dailyland-v06-20040222","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.22/AMSR_E_L3_DailyLand_V06_20040222.hdf"
"amsr-e-l3-dailyland-v06-20040223","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.23/AMSR_E_L3_DailyLand_V06_20040223.hdf"
"amsr-e-l3-dailyland-v06-20040224","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.24/AMSR_E_L3_DailyLand_V06_20040224.hdf"
"amsr-e-l3-dailyland-v06-20040225","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.25/AMSR_E_L3_DailyLand_V06_20040225.hdf"
"amsr-e-l3-dailyland-v06-20040226","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.26/AMSR_E_L3_DailyLand_V06_20040226.hdf"
"amsr-e-l3-dailyland-v06-20040227","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.27/AMSR_E_L3_DailyLand_V06_20040227.hdf"
"amsr-e-l3-dailyland-v06-20040228","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.28/AMSR_E_L3_DailyLand_V06_20040228.hdf"
"amsr-e-l3-dailyland-v06-20040229","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.02.29/AMSR_E_L3_DailyLand_V06_20040229.hdf"
"amsr-e-l3-dailyland-v06-20040301","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.01/AMSR_E_L3_DailyLand_V06_20040301.hdf"
"amsr-e-l3-dailyland-v06-20040302","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.02/AMSR_E_L3_DailyLand_V06_20040302.hdf"
"amsr-e-l3-dailyland-v06-20040303","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.03/AMSR_E_L3_DailyLand_V06_20040303.hdf"
"amsr-e-l3-dailyland-v06-20040304","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.04/AMSR_E_L3_DailyLand_V06_20040304.hdf"
"amsr-e-l3-dailyland-v06-20040305","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.05/AMSR_E_L3_DailyLand_V06_20040305.hdf"
"amsr-e-l3-dailyland-v06-20040306","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.06/AMSR_E_L3_DailyLand_V06_20040306.hdf"
"amsr-e-l3-dailyland-v06-20040307","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.07/AMSR_E_L3_DailyLand_V06_20040307.hdf"
"amsr-e-l3-dailyland-v06-20040308","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.08/AMSR_E_L3_DailyLand_V06_20040308.hdf"
"amsr-e-l3-dailyland-v06-20040309","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.09/AMSR_E_L3_DailyLand_V06_20040309.hdf"
"amsr-e-l3-dailyland-v06-20040310","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.10/AMSR_E_L3_DailyLand_V06_20040310.hdf"
"amsr-e-l3-dailyland-v06-20040311","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.11/AMSR_E_L3_DailyLand_V06_20040311.hdf"
"amsr-e-l3-dailyland-v06-20040312","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.12/AMSR_E_L3_DailyLand_V06_20040312.hdf"
"amsr-e-l3-dailyland-v06-20040313","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.13/AMSR_E_L3_DailyLand_V06_20040313.hdf"
"amsr-e-l3-dailyland-v06-20040314","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.14/AMSR_E_L3_DailyLand_V06_20040314.hdf"
"amsr-e-l3-dailyland-v06-20040315","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.15/AMSR_E_L3_DailyLand_V06_20040315.hdf"
"amsr-e-l3-dailyland-v06-20040316","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.16/AMSR_E_L3_DailyLand_V06_20040316.hdf"
"amsr-e-l3-dailyland-v06-20040317","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.17/AMSR_E_L3_DailyLand_V06_20040317.hdf"
"amsr-e-l3-dailyland-v06-20040318","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.18/AMSR_E_L3_DailyLand_V06_20040318.hdf"
"amsr-e-l3-dailyland-v06-20040319","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.19/AMSR_E_L3_DailyLand_V06_20040319.hdf"
"amsr-e-l3-dailyland-v06-20040320","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.20/AMSR_E_L3_DailyLand_V06_20040320.hdf"
"amsr-e-l3-dailyland-v06-20040321","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.21/AMSR_E_L3_DailyLand_V06_20040321.hdf"
"amsr-e-l3-dailyland-v06-20040322","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.22/AMSR_E_L3_DailyLand_V06_20040322.hdf"
"amsr-e-l3-dailyland-v06-20040323","Land cover ; Water content, soil ; Temperature","ftp://n5eil01u.ecs.nsidc.org/SAN/AMSA/AE_Land3.002/2004.03.23/AMSR_E_L3_DailyLand_V06_20040323.hdf"
