grdc_no,wmo_reg,sub_reg,mix_reg,nat_id,river,station,country_code,lat,long,area,altitude,ds_stat_no,w_level,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,proc_tyrs,proc_tmon,f_import,f_im_yr,l_import,l_im_yr,provider_id,acsys,flux2ocean,gems,gcos_gtn-h,statistics,Pristine Basins,GRDC Reference Dataset,AdaptAlp,ArctHycos,
1599130,1,99,199,,NGWAVUMA,NSOKO (68632108),SZ,"-27,0708","31,8417",1241,-999,1899101,0,1960,1992,33,"19,75",    ,    ,     ,     ,1960,1992,33,"3,043","0,096",77,"72,7",100,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0,0
1599140,1,99,199,,LOMATI,MATSAMO (68613134),SZ,"-26,7672","31,4842",742,-999,1599100,0,1982,1990,9,"22,8",    ,    ,     ,     ,1982,1990,9,"4,909","0,155",209,"44,4",100,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0,0
1599150,1,99,199,,"ASSEGAAI, MKONDVO",MAWELAWELA (68632207),SZ,"-26,8308","31,3217",3633,-999,1599100,0,1961,1991,31,"19,32",    ,    ,     ,     ,1961,1991,31,"12,837","0,405",111,"74,2",100,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,1,0,0,0,0,0
1599151,1,99,199,,"ASSEGAAI, MKONDVO",GEGE (68632225),SZ,"-27,0733","31,0483",2404,-999,1599150,0,1976,1991,16,"30,25",    ,    ,     ,     ,1976,1991,16,"5,299","0,167",70,"43,8","98,8",19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0,0
1599160,1,99,199,,MDLOTANE,NDLOTANE (68632239),SZ,"-26,9069","30,9797",354,-999,1599150,0,1982,1991,10,"18,86",    ,    ,     ,     ,1982,1991,10,"0,425","0,013",38,60,"98,6",19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0,0
1599170,1,99,199,,HLELO,RSA BORDER (68632222),SZ,"-26,7786","30,8103",893,-999,1599150,0,1974,1991,18,"14,21",    ,    ,     ,     ,1974,1991,18,"2,072","0,065",73,"66,7",100,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0,0
1599180,1,99,199,,NGWEMPISI,BOSCH HOEK (68632221),SZ,"-26,7431","30,8033",1485,-999,1599150,0,1974,1991,18,"29,13",    ,    ,     ,     ,1974,1991,18,"4,069","0,128",86,"44,4",99,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0,0
1599200,1,99,199,,USUSHWANA,MATSAPHA BRIDGE (68632202),SZ,"-26,4936","31,2994",1164,-999,1599100,0,1959,1991,33,"20,34",    ,    ,     ,     ,1959,1991,33,"12,581","0,397",341,"69,7",100,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0,0
1199200,1,99,199,W4H004,BIVANE,WELGELEGEN (27632104),ZA,"-27,5281","30,8539",953,969,1899100,0,1950,2012,63,7,    ,    ,     ,     ,1950,2012,63,"4,772","0,15",158,"85,7","98,1",20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0,0
1599201,1,99,199,,USUSHWANA,SIPHOCOSINI (68632215),SZ,"-26,3817","31,09",514,-999,1599200,0,1967,1991,25,"4,94",    ,    ,     ,     ,1967,1991,25,"4,289","0,135",263,84,100,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0,0
1599210,1,99,199,,UMTILANE,LOZITHA (68632224),SZ,"-26,4717","31,2742",118,-999,1599200,0,1976,1992,17,"55,1",    ,    ,     ,     ,1976,1992,17,"1,748","0,055",467,"23,5",100,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0,0
1599220,1,99,199,,LUPHALWANE,LUPHALWANE (68632243),SZ,"-26,37","31,08",19,-999,1599201,0,1984,1988,5,"1,73",    ,    ,     ,     ,1984,1988,5,"0,186","0,006",309,60,100,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0,0
1599230,1,99,199,,"UMPULUZI, UMPILUSI",MPULUZI (68632223),SZ,"-26,3928","30,8433",1454,-999,1599101,0,1975,1991,17,"20,78",    ,    ,     ,     ,1975,1991,17,"3,479","0,11",75,"52,9",100,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0,0
1599240,1,99,199,,ULUNDI,RSA BORDER (68632233),SZ,"-26,3036","30,8075",244,-999,1599230,0,1980,1991,12,"21,56",    ,    ,     ,     ,1980,1991,12,"1,319","0,042",170,50,100,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0,0
1599300,1,99,199,,NGWEMPISI,MANKAYANE (68632205),SZ,"-26,7058","31,0661",3204,-999,1599101,0,1962,1991,30,"17,2",    ,    ,     ,     ,1962,1991,30,"9,427","0,297",93,70,100,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,1,0,0,0,0,0
1199300,1,99,199,W4H008,BRAKSLOOT,PONGOLA (27632108),ZA,"-27,3947","31,6425",4,244,1899100,0,1972,1984,13,"8,04",    ,    ,     ,     ,1972,1984,13,"0,021","0,001",162,"76,9","98,3",20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0,0
1199400,1,99,199,W5H007,"MAPUTO, USUTU",WESTOE (27632207),ZA,"-26,5044","30,6281",531,1543,1599102,0,1951,1969,19,"7,21",    ,    ,     ,     ,1951,1969,19,"1,74","0,055",103,"78,9","96,1",20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0,0
1599400,1,99,199,,MPONONO,USUTU CATCHMENT (68632228),SZ,"-26,7194","30,8936",252,-999,0,0,1977,1982,6,0,    ,    ,     ,     ,1977,1982,6,"0,842","0,027",105,"66,7",100,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0,0
1199410,1,99,199,W5H008,BONNIE BROOK,BROADHOLMS (27632208),ZA,"-26,4833","30,6339",108,1531,1199400,0,1951,2012,62,"3,66",    ,    ,     ,     ,1951,2012,62,"0,254","0,008",74,"93,5","99,4",20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0,0
1199450,1,99,199,W5H004,NGWEMPISI,BUSHMANS SPRUIT (27632204),ZA,"-26,7503","30,4664",463,1399,1599180,0,1950,1991,42,"6,51",    ,    ,     ,     ,1950,1991,42,"1,139","0,036",78,"85,7",100,20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0,0
1199460,1,99,199,W5H006,SWARTWATER,ZWARTWATER (27632206),ZA,"-27,1144","30,8314",183,1139,1599101,0,1950,2012,63,"2,94",    ,    ,     ,     ,1950,2012,63,"1,065","0,034",184,"90,5","98,8",20.9.2011,2011,10.4.2013,2013,5,0,0,0,0,0,0,0,0,0,0
2901100,2,1,201,,NYRVAKINOTVEEM,6 KM FROM THE MOUTH,RU,"66,41","-179,25",207,42,0,0,1978,1987,10,"10,08",1978,1987,10,10,1978,1987,10,"2,126","0,067",324,90,100,15.1.1992,1992,10.5.1996,1996,-999,1,0,0,0,0,0,0,0,0,0
2901190,2,1,201,,KUVIVEM,CHUVANSKOYE,RU,"65,2167","167,9833",523,-999,2901195,0,    ,    ,     ,     ,1967,1988,22,"9,69",1967,1988,22,"6,992","0,22",422,"72,7","95,8",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,0,0,0,0,0,0
2901195,2,1,201,,YEROPOL,CHUVANSKOYE,RU,"65,2167","167,9833",8360,-999,2901200,0,    ,    ,     ,     ,1976,1988,13,"56,67",1976,1988,13,0,-999,-999,0,,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2901200,2,1,201,,ANADYR,NOVY YEROPOL,RU,"65,08",169,47300,44,2901204,0,    ,    ,     ,     ,1958,1988,31,0,1958,1988,31,"472,259","14,893",315,100,100,20.2.1992,1992,8.6.2004,2004,23,0,0,0,0,1,0,1,0,0,0
2901201,2,1,201,,ANADYR,SNEZHNOYE,RU,"65,45","172,97",106000,-999,2901202,0,1958,1994,37,"9,97",1979,1994,16,"54,05",1958,1994,37,"1027,672","32,409",306,"89,2","98,2",25.2.1999,1999,9.7.2002,2002,7,1,0,0,0,1,0,1,0,0,0
2901202,2,1,201,,ANADYR,3 KM UP UST'YA UT.,RU,"64,49","173,38",156000,-999,0,0,    ,    ,     ,     ,1974,1988,15,"54,65",1974,1988,15,0,-999,-999,0,,6.9.2000,2000,8.6.2004,2004,23,1,1,0,1,1,0,0,0,0,0
2901203,2,1,201,,ANADYR,LAMUTSKOYE,RU,"65,55","168,87",16400,-999,2901200,0,    ,    ,     ,     ,1978,1988,11,"51,2",1978,1988,11,0,-999,-999,0,,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2901204,2,1,201,,ANADYR,BAZAKREPOST,RU,"64,75","170,75",55100,-999,2901201,0,    ,    ,     ,     ,1975,1988,14,"53,7",1975,1988,14,0,-999,-999,0,,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2901205,2,1,201,,MAYN,VAEGI,RU,"64,17","171,03",18600,-999,2901201,0,    ,    ,     ,     ,1974,1988,15,"53,45",1974,1988,15,0,-999,-999,0,,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2901210,2,1,201,,TANURER,TANURER,RU,"64,83","174,28",18300,-999,0,0,    ,    ,     ,     ,1976,1988,13,"58,39",1976,1988,13,0,-999,-999,0,,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2901300,2,1,201,,PENZHINA,KAMENSKOYE,RU,"62,42","166,03",71600,15,0,0,1957,1987,31,"0,56",1957,1984,28,"3,57",1957,1987,31,"711,726","22,445",313,100,100,20.2.1992,1992,29.2.2000,2000,-999,1,0,0,0,1,0,1,0,0,0
2901500,2,1,201,,KHASHYN,KOLYMA ROAD (79TH KM),RU,"60,18","151,29",682,253,0,0,1978,1987,10,0,1969,1987,19,"2,63",1969,1987,19,"14,68","0,463",679,"94,7","99,1",15.1.1992,1992,3.6.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
2902500,2,2,202,,PLOTNIKOVA,DAL'NIY,RU,"52,5",157,649,-999,0,0,1978,1987,10,0,1978,1987,10,0,1978,1987,10,"22,805","0,719",1108,100,100,15.1.1992,1992,10.5.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
2902600,2,2,202,,KAMCHATKA,VERKHNE-KAMCHATSK,RU,"54,43","158,31",3760,12,2902800,0,1978,1987,10,0,1978,1987,10,0,1978,1987,10,"101,606","3,204",852,100,100,15.1.1992,1992,10.5.1996,1996,-999,0,0,0,0,1,0,0,0,0,0
2902700,2,2,202,,AVACHA,ELIZOVO (YELIZOVO),RU,"53,1833","158,3833",4750,7,0,0,1978,1987,10,0,1978,1987,10,0,1978,1987,10,"128,738","4,06",855,100,100,15.1.1992,1992,10.5.1996,1996,-999,0,0,0,0,1,0,0,0,0,0
2902800,2,2,202,,KAMCHATKA,KLUCHI (KLYUCHI),RU,"56,3","160,85",45600,12,2902850,0,    ,    ,     ,     ,1931,1985,55,"0,76",1931,1985,55,"778,373","24,547",538,"98,2",100,20.2.1992,1992,3.12.1999,1999,-999,0,0,0,0,1,0,1,0,0,0
2902850,2,2,202,,KAMCHATKA,BOLSHIE SCHEKI,RU,"56,27","161,67",51600,-999,0,0,1937,1987,51,"3,27",    ,    ,     ,     ,1937,1987,51,"928,942","29,295",568,"96,1",98,25.2.1999,1999,29.2.2000,2000,-999,0,1,0,1,1,0,0,0,0,0
2903030,2,3,203,,TYRY,NEZHDANINSKOYE,RU,"62,52","139,15",2090,-999,2903600,0,    ,    ,     ,     ,1969,1988,20,"5,83",1969,1988,20,"18,07","0,57",273,95,"99,1",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,0,0,0,0,0,0
2903035,2,3,203,,VOSTOCHNAYA KHANDYGA,ZAPA,RU,"63,13","138,28",2510,-999,2903600,0,    ,    ,     ,     ,1970,1979,10,"47,27",1970,1979,10,0,-999,-999,0,,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903040,2,3,203,,KHANDA BELAYA,ATIRJAK,RU,"61,82","136,08",7720,-999,2903601,0,    ,    ,     ,     ,1948,1994,47,"39,57",1948,1994,47,"72,26","2,279",295,34,"93,2",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903050,2,3,203,,VITIM,BODAIBO,RU,"57,82","114,17",186000,235,2903427,0,1925,1988,64,"14,8",1912,1990,79,"11,66",1912,1990,79,"1563,947","49,321",265,"82,3","99,9",20.2.1992,1992,17.11.2009,2009,55,1,0,0,0,1,0,1,0,0,0
2903051,2,3,203,,VITIM,UST-ZAZA,RU,"53,22","111,68",14200,-999,2903052,0,    ,    ,     ,     ,1961,1990,30,"21,39",1961,1990,30,"72,706","2,293",161,30,"92,6",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903052,2,3,203,,VITIM,ROMANOVKA,RU,"53,2","112,77",18200,-999,2903053,0,    ,    ,     ,     ,1944,1990,47,"20,04",1944,1990,47,"104,955","3,31",182,"40,4","88,2",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903053,2,3,203,,VITIM,HULUGLI,RU,"54,03",115,48500,-999,2903054,0,    ,    ,     ,     ,1961,1990,30,"19,05",1961,1990,30,"211,699","6,676",138,"36,7","91,7",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903054,2,3,203,,VITIM,KALAKAN,RU,"55,12","116,77",66300,-999,2903055,0,    ,    ,     ,     ,1953,1990,38,"20,84",1953,1990,38,"286,602","9,038",136,"42,1","89,1",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903055,2,3,203,,VITIM,MNOGOOB. KOSA,RU,"56,08","115,77",147000,-999,2903056,0,    ,    ,     ,     ,1962,1979,18,"64,45",1962,1979,18,"639,078","20,154",137,"27,8",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903056,2,3,203,,VITIM,SPITSYUNO,RU,"56,22","115,73",151000,-999,2903057,0,    ,    ,     ,     ,1976,1990,15,0,1976,1990,15,"892,754","28,154",186,100,100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903057,2,3,203,,VITIM,NILYATYU,RU,"56,5","115,67",169000,-999,2903050,0,    ,    ,     ,     ,1960,1977,18,"67,3",1960,1977,18,"1124,84","35,473",210,"27,8",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903058,2,3,203,,KUANDA,KUANDA,RU,"56,35","116,23",3160,-999,2903057,0,    ,    ,     ,     ,1972,1990,19,"22,32",1972,1990,19,"41,195","1,299",411,"73,7",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903059,2,3,203,,VITIMKAN,IVANOVSKY,RU,"54,18","111,85",969,-999,2903051,0,    ,    ,     ,     ,1957,1990,34,"31,91",1957,1990,34,"8,053","0,254",262,"14,7",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,0,0,0,0,0,0
2903060,2,3,203,,NOTORA,HAS-TOHTUR,RU,"61,05",135,6970,-999,2903601,0,    ,    ,     ,     ,1951,1994,44,"32,63",1951,1994,44,"7,227","0,228",33,"18,2",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903070,2,3,203,,ALLAKH-YUN,ALLAKH,RU,"60,6","134,9333",24200,-999,2903601,0,    ,    ,     ,     ,1945,1999,55,0,1945,1999,55,"171,479","5,408",223,100,100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903071,2,3,203,,ALLAKH-YUN,SELHOZ,RU,"60,28","137,5",15000,-999,2903070,0,    ,    ,     ,     ,1975,1991,17,"28,64",1975,1991,17,"101,549","3,202",213,"29,4","91,7",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903080,2,3,203,,MAYA,CHABDA,RU,"59,75","134,75",165000,167,0,0,    ,    ,     ,     ,1935,1999,65,0,1935,1999,65,"1159,393","36,563",222,100,100,20.2.1992,1992,8.6.2004,2004,23,1,0,0,0,1,0,1,0,0,0
2903081,2,3,203,,YUDOMA,KURUN-TARGYUKHAH,RU,"59,23","135,28",43600,-999,2903080,0,    ,    ,     ,     ,1944,1998,55,0,1944,1998,55,"342,468","10,8",248,100,100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903085,2,3,203,,UNGRA,YUHTA,RU,"59,18","135,15",4920,-999,2903080,0,    ,    ,     ,     ,1976,1987,12,0,1976,1987,12,"56,033","1,767",359,"91,7",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903087,2,3,203,,UCHUR,CHULBU,RU,"57,77","130,9",108000,-999,2903602,0,1966,1984,19,"0,45",1954,1999,46,0,1954,1999,46,"1211,659","38,211",354,100,100,6.9.2000,2000,17.11.2009,2009,55,1,0,0,0,1,0,0,0,0,0
2903090,2,3,203,,MIL,MONNUBUT,RU,"59,78","132,5",4190,-999,2903602,0,    ,    ,     ,     ,1957,1992,36,"33,41",1957,1992,36,"3,707","0,117",28,"22,2","93,8",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903100,2,3,203,,ZHUYA,SVETLY,RU,"58,44","116,14",4790,401,2903490,0,1978,1987,10,0,1948,1994,47,"9,57",1948,1994,47,"53,572","1,689",353,"87,2",100,15.1.1992,1992,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903110,2,3,203,,KALAR,SREDNE KALAR,RU,"55,92","117,53",13700,-999,2903491,0,    ,    ,     ,     ,1964,1990,27,"22,26",1964,1990,27,"178,929","5,643",412,"22,2","97,2",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903111,2,3,203,,KALAR,KATUGINO,RU,"56,05","119,12",7980,-999,2903110,0,    ,    ,     ,     ,1964,1990,27,"20,06",1964,1990,27,"108,401","3,419",428,"40,7","90,9",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903115,2,3,203,,SULBAN,SULBAN,RU,"56,6","117,23",840,-999,2903491,0,    ,    ,     ,     ,1961,1990,30,"37,08",1961,1990,30,"15,967","0,504",599,"56,7",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,0,0,0,0,0,0
2903117,2,3,203,,TULDUN,TILIMSHA,RU,"55,88","115,45",680,-999,2903055,0,    ,    ,     ,     ,1960,1990,31,"25,62",1960,1990,31,"6,098","0,192",283,"16,1",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,0,0,0,0,0,0
2903120,2,3,203,,KALAKAN,KALAKAN,RU,"55,15","116,77",10700,-999,2903054,0,    ,    ,     ,     ,1953,1990,38,"30,16",1953,1990,38,"81,022","2,555",239,"13,2",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903150,2,3,203,,AMGA,TERUT,RU,"62,22","134,13",65400,-999,2903600,0,    ,    ,     ,     ,1937,1999,63,"2,12",1937,1999,63,"191,422","6,037",92,"96,8",100,15.11.1995,1995,8.6.2004,2004,23,1,0,0,0,1,0,1,0,0,0
2903151,2,3,203,,AMGA,AMGA,RU,"60,9","131,98",56800,-999,2903150,0,    ,    ,     ,     ,1939,1999,61,"0,14",1939,1999,61,"183,628","5,791",102,100,"99,9",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903152,2,3,203,,AMGA,BUYAGA,RU,"59,67","127,05",23900,270,2903151,0,    ,    ,     ,     ,1933,1999,67,"3,88",1933,1999,67,"122,543","3,865",162,94,100,18.5.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,1,0,0,0
2903200,2,3,203,,KEMPENDAI,KEMPENDAI,RU,"61,91","118,68",1290,169,2903700,0,1978,1987,10,"9,99",1945,1994,50,"16,5",1945,1994,50,"2,675","0,084",65,66,"99,7",15.1.1992,1992,8.6.2004,2004,23,1,0,0,0,0,0,0,0,0,0
2903210,2,3,203,,CHINA,TROITSKY,RU,"54,6","113,12",448,-999,2903222,0,    ,    ,     ,     ,1958,1988,31,"37,5",1958,1988,31,"2,926","0,092",206,"9,7",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,0,0,0,0,0,0
2903212,2,3,203,,DZHILINDA,UST-DJILINDA,RU,"53,72","112,03",1230,-999,2903051,0,    ,    ,     ,     ,1961,1990,30,"27,97",1961,1990,30,"2,602","0,082",67,"16,7",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,0,0,0,0,0,0
2903215,2,3,203,,TSIPA,Z. UJU,RU,"55,58","114,5",15600,-999,2903055,0,    ,    ,     ,     ,1961,1990,30,0,1961,1990,30,"105,027","3,312",212,100,100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903216,2,3,203,,TSIPA,KURORT BAUN,RU,"55,12","112,7",3240,-999,2903215,0,    ,    ,     ,     ,1960,1990,31,"13,01",1960,1990,31,"26,472","0,835",258,"61,3","95,2",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903217,2,3,203,,KHOLOY,MIHAILOVKA,RU,"52,93","112,02",1680,-999,2903052,0,    ,    ,     ,     ,1974,1977,4,"65,71",1974,1977,4,0,-999,-999,0,,6.9.2000,2000,6.9.2000,2000,-999,1,0,0,0,0,0,0,0,0,0
2903218,2,3,203,,ZAZA (TRIB. VITIM),UST-ZAZA,RU,"53,18","111,68",1880,-999,2903051,0,    ,    ,     ,     ,1956,1990,35,"28,16",1956,1990,35,"5,032","0,159",84,"14,3",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,0,0,0,0,0,0
2903220,2,3,203,,AMALAT,RASS,RU,"53,3","114,32",8790,-999,2903215,0,    ,    ,     ,     ,1963,1990,28,"20,42",1963,1990,28,"34,963","1,103",125,"17,9",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903221,2,3,203,,AMALAT,UST,RU,"53,95","113,1",2100,-999,2903220,0,    ,    ,     ,     ,1952,1990,39,"13,09",1952,1990,39,"7,351","0,232",110,"66,7","93,6",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,0,0,0,0,0,0
2903222,2,3,203,,TSIPIKAN,TSIPIKAN,RU,"54,92","113,37",5990,-999,2903215,0,    ,    ,     ,     ,1960,1990,31,"26,56",1960,1990,31,"31,252","0,986",165,"19,4","97,2",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903225,2,3,203,,MALY AMALAT,MALY AMALAT,RU,"54,3","113,45",1170,-999,2903220,0,    ,    ,     ,     ,1959,1990,32,"27,82",1959,1990,32,"5,574","0,176",150,"15,6",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,0,0,0,0,0,0
2903226,2,3,203,,BAGDARIN,BAGDARIN,RU,"54,45","113,58",280,-999,2903225,0,    ,    ,     ,     ,1959,1988,30,"29,61",1959,1988,30,"0,988","0,031",111,10,100,6.9.2000,2000,6.9.2000,2000,-999,1,0,0,0,0,0,0,0,0,0
2903230,2,3,203,,KONDA (TRIB. VITIM),ELKISER,RU,"52,75","113,43",5350,-999,2903053,0,    ,    ,     ,     ,1963,1990,28,"23,72",1963,1990,28,"12,043","0,38",71,"17,9",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903235,2,3,203,,KARENGA,UST-KARENGA,RU,"54,42","116,53",9460,-999,2903054,0,    ,    ,     ,     ,1965,1990,26,"28,34",1965,1990,26,"47,351","1,493",158,"19,2",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903236,2,3,203,,KARENGA,TUNGOKOCHEN,RU,"53,53","115,63",3670,-999,2903235,0,    ,    ,     ,     ,1955,1990,36,"27,74",1955,1990,36,"16,6","0,523",143,"13,9",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903240,2,3,203,,MUYA,TAKSIMO,RU,"56,37","114,85",9900,-999,2903057,0,    ,    ,     ,     ,1965,1990,26,"0,96",1965,1990,26,"112,64","3,552",359,"96,2",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903241,2,3,203,,MUYAKAN,LAPRO,RU,"56,28","114,15",2500,-999,2903654,0,    ,    ,     ,     ,1975,1990,16,0,1975,1990,16,"34,38","1,084",434,"93,8",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903245,2,3,203,,MUDIRAKAN,MOLODEZHNY,RU,"56,22","115,03",890,-999,2903240,0,    ,    ,     ,     ,1979,1990,12,0,1979,1990,12,"12,452","0,393",441,"91,7",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,0,0,0,0,0,0
2903300,2,3,203,,KIRENGA,SHOROKHOVO,RU,"57,67","108,12",46500,254,2903426,0,    ,    ,     ,     ,1927,1990,64,0,1927,1990,64,"649,789","20,492",441,100,100,2.12.1999,1999,8.6.2004,2004,23,1,0,0,0,1,0,1,0,0,0
2903301,2,3,203,,KIRENGA,KARAM,RU,"55,15","107,62",12900,-999,2903300,0,    ,    ,     ,     ,1966,1990,25,"0,68",1966,1990,25,"89,087","2,809",218,96,100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903305,2,3,203,,KUNERMA,KUNERMA,RU,"55,77","108,47",528,-999,2903300,0,    ,    ,     ,     ,1978,1990,13,"21,79",1978,1990,13,"21,978","0,693",1313,"61,5",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,0,0,0,0,0,0
2903307,2,3,203,,MINYA,MINYA,RU,"56,58","107,85",4800,-999,2903300,0,    ,    ,     ,     ,1956,1990,35,"1,69",1956,1990,35,"113,105","3,567",743,"94,3",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903310,2,3,203,,BOLSHAYA TIRA,TIRA,RU,"57,28","107,23",5160,-999,2903426,0,    ,    ,     ,     ,1957,1990,34,"2,97",1957,1990,34,"24,147","0,762",148,"94,1",100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903315,2,3,203,,TAYURA,TAYURA,RU,"57,08","106,55",5720,-999,2903426,0,    ,    ,     ,     ,1956,1990,35,0,1956,1990,35,"43,925","1,385",242,100,100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903320,2,3,203,,POLOVINNAYA,POLOVINNAYA,RU,"56,88","106,08",175,-999,2903425,0,    ,    ,     ,     ,1941,1999,59,"4,29",1941,1999,59,"1,648","0,052",297,"91,5","99,2",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,0,0,0,0,0,0
2903325,2,3,203,,TUTURA,GREHOVA,RU,"54,87","105,45",7100,-999,2903424,0,    ,    ,     ,     ,1936,1990,55,0,1936,1990,55,"34,731","1,095",154,100,100,6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
2903330,2,3,203,,KUTA,NOVO-ILINKA,RU,"56,85","105,07",11200,-999,2903425,0,    ,    ,     ,     ,1941,1990,50,"3,21",1941,1990,50,"61,231","1,931",172,94,"99,6",6.9.2000,2000,8.6.2004,2004,23,1,0,0,0,1,0,0,0,0,0
